frame,id,tlx,tly,width,height,score
0,-1,158.48235,109.56249,120.48903,136.7135,0.9985078
0,-1,1.1071777,108.48791,79.712875,140.51208,0.99511355
0,-1,615.23267,106.18072,10.990845,34.057304,0.9538427
1,-1,163.69897,115.07439,115.52542,131.02167,0.99512357
1,-1,1.0551109,112.514,82.231125,136.31708,0.9958891
1,-1,614.17786,105.37738,11.2717285,34.577805,0.8895468
2,-1,172.73335,113.05798,103.14366,131.93274,0.99477684
2,-1,0.84244156,112.893906,89.93291,134.60498,0.9968598
2,-1,613.3193,105.447876,12.085693,34.123627,0.9643631
3,-1,0.0,114.64659,98.780914,132.53906,0.99750876
3,-1,179.92097,113.21336,93.08751,135.34192,0.9925051
3,-1,613.5211,105.647606,12.061279,34.897728,0.67936856
4,-1,3.227272,117.85159,102.10167,130.43588,0.9965084
4,-1,188.72311,109.63559,84.405,137.22256,0.992159
4,-1,378.074,94.72128,17.148438,60.85736,0.7038612
4,-1,612.9962,106.22903,12.087402,33.976906,0.71045554
5,-1,6.731266,116.104126,103.17613,132.15976,0.9957675
5,-1,195.53528,101.06349,77.336365,147.93651,0.9931884
5,-1,611.82043,106.0107,12.2438965,34.4032,0.7012528
6,-1,13.266808,110.23847,100.78122,138.4661,0.99477106
6,-1,200.9475,100.327446,74.11363,148.67255,0.9933333
6,-1,610.94434,107.10843,12.916626,32.46396,0.75209004
7,-1,18.045944,106.82042,101.72479,140.73834,0.9953349
7,-1,208.14557,99.81455,78.635315,147.30524,0.99826175
8,-1,24.834568,103.77256,103.39072,141.88474,0.9945228
8,-1,210.75975,98.43767,82.6111,149.55167,0.9969626
9,-1,29.694271,100.26782,99.81084,148.73218,0.9950157
9,-1,210.76157,100.90528,90.48761,141.72223,0.9967727
9,-1,637.542,72.09621,10.714478,42.911774,0.6034407
10,-1,33.19175,104.669495,105.92846,140.5274,0.99525803
10,-1,212.50447,105.31337,79.627365,140.49069,0.990761
10,-1,638.5352,72.4325,10.464783,44.3705,0.6065174
10,-1,609.18884,105.41459,11.395386,33.2759,0.90026087
11,-1,42.830048,102.75517,94.99393,145.68472,0.9969849
11,-1,208.8137,109.06037,89.35283,138.99237,0.9959645
11,-1,609.90704,105.878136,10.899414,33.19274,0.66894126
12,-1,46.455193,108.70033,99.885414,135.03403,0.996031
12,-1,206.78398,109.47565,93.785446,136.45712,0.994716
12,-1,637.81506,71.48185,10.554565,43.72615,0.7606966
12,-1,609.1269,105.20533,10.580444,33.738808,0.8816992
13,-1,206.92279,110.68926,99.178894,138.31073,0.99648535
13,-1,53.257328,109.53203,90.48372,138.12177,0.99665123
13,-1,637.931,71.73108,10.240112,43.831696,0.71412027
13,-1,607.73517,103.20255,11.655518,37.247887,0.6813843
14,-1,208.14265,109.73989,103.405075,137.06024,0.9961516
14,-1,55.831596,111.60247,91.09251,133.9479,0.9981211
14,-1,606.5513,103.61238,13.243652,36.145767,0.952628
14,-1,638.1902,71.970566,10.373413,44.439774,0.7437876
15,-1,212.58746,101.23331,97.90173,145.51953,0.99740916
15,-1,64.81984,111.64988,83.991104,134.63074,0.9990258
15,-1,605.837,100.482346,13.126587,38.14244,0.91362035
16,-1,215.57947,99.19996,98.36951,149.80005,0.99826497
16,-1,67.9871,107.130745,84.70809,141.86926,0.9984957
16,-1,605.22675,103.41048,12.894409,34.91928,0.92979896
17,-1,218.3566,99.07131,96.99603,149.92868,0.9978998
17,-1,73.18681,102.62652,81.07689,144.33963,0.9977234
17,-1,604.43384,104.68083,12.816284,32.88501,0.95317173
18,-1,221.56335,101.25772,98.589905,147.14532,0.9981735
18,-1,77.8634,101.125786,81.69377,147.50629,0.99705577
18,-1,602.9337,105.18345,13.895874,33.183846,0.9544756
19,-1,227.0612,101.22826,95.55629,145.56653,0.99770665
19,-1,80.489655,99.46681,80.953415,148.83481,0.9978498
19,-1,602.81055,106.40265,13.470093,31.740479,0.94363505
20,-1,227.67787,105.83046,95.24376,142.92267,0.99671894
20,-1,86.0331,98.130646,78.66402,148.55704,0.99791545
20,-1,602.10126,106.35291,14.475098,31.512321,0.79863364
21,-1,229.72906,110.47981,92.74408,134.95786,0.99771833
